id,code_pddikti,name,abbreviaton,country,bentuk_pendidikan,korwil_scope,lldikti_scope,website,alamat,description,sinta_score_v2_overall,sinta_score_v2_3year,sinta_score_v2_productivity_overall,sinta_score_v2_productivity_3year,sinta_score_v3_overall,sinta_score_v3_3year,sinta_score_v3_productivity_overall,sinta_score_v3_productivity_3year,province.id,province.code,province.name,city.id,city.code,city.name,pddikti_province.id,pddikti_province.name,pddikti_city.id,pddikti_city.name
506,001045,Universitas Papua,UNIPA,ID,Universitas,14,,https://bpak.unipa.ac.id/,"Jl Gunung Salju, Amban Manokwari",,46445,17497,85.69,32.28,122945.7125,42610.129,243.94,84.54,34,92,PAPUA BARAT,503,92.02,KAB. MANOKWARI,320000,Prov. Papua Barat,320513,Kec. Manokwari Barat
2125,071091,Universitas PGRI Madiun,UNIPMA,ID,Universitas,7,7,unipma.ac.id,"Jl. Setia Budi No. 85 Madiun, Jawa Timur",,25048,15755,93.81,59.01,118961.8225,49927.7725,455.79,191.29,15,35,JAWA TIMUR,263,35.77,KOTA MADIUN,050000,Prov. Jawa Timur,056203,Kec. Kartoharjo
2899,171011,Universitas Internasional Batam,UIB,ID,Universitas,17,,www.uib.ac.id,Jl Gajah Mada Baloi Sei Ladi,,8935,6797,53.5,40.7,118669.34,81847.1005,879.03,606.27,10,21,KEPULAUAN RIAU,153,21.71,KOTA BATAM,310000,Prov. Kepulauan Riau,316000,Kota Batam
1906,051024,Universitas Amikom Yogyakarta,,ID,Universitas,5,5,www.amikom.ac.id,Jalan Ring Road Utara Condong Catur Depok-Sleman,,28661,16989,72.56,43.01,118632.215,49805.701,381.45,160.15,14,34,DAERAH ISTIMEWA YOGYAKARTA,226,34.04,KAB. SLEMAN,040000,Prov. D.I. Yogyakarta,040207,Kec. Depok
854,021023,Universitas Dehasen Bengkulu,Unived,ID,Universitas,2,2,unived.ac.id,Jalan Meranti Raya No 32,,14075,9991,64.86,46.04,115974.416,44109.6365,495.62,188.5,7,17,BENGKULU,125,17.71,KOTA BENGKULU,260000,Prov. Bengkulu,266006,Kec. Ratu Agung
540,005003,Politeknik Negeri Medan,POLMED,ID,Politeknik,1,,www.polmed.ac.id,Jalan Almamater No 1 Kampus USU,,48114,13989,144.49,42.01,115745.235,48453.3715,369.79,154.8,2,12,SUMATERA UTARA,49,12.71,KOTA MEDAN,070000,Prov. Sumatera Utara,076009,Kec. Medan Baru
856,021024,Universitas Indo Global Mandiri,UIGM,ID,Universitas,2,2,www.uigm.ac.id,Jl. Jendral Sudirman No. 629 Km. 3.5 Palembang,"UNIVERSITAS INDO GLOBAL MANDIRI (UIGM) didirikan berdasarkan Keputusan Menteri Pendidikan Nasional Republik Indonesia nomor 83/D/O/2008 tanggal 22 Mei 2008, hasil dari merger antara Sekolah Tinggi Manajemen Informatika & Komputer (STMIK) IGM dengan Sekolah Tinggi Teknologi Palembang (STTP) IGM.    Pada awalnya UIGM terdiri dari 3 Fakultas, Yaitu :    Fakultas Ilmu Komputer terdiri dari Program Studi Teknik Informatika (S1), Sistem Informasi (S1), Teknik Komputer (D3), Manajemen Informatika (D3), Komputerisasi Akuntansi (D3); Saat ini Program Studi Teknik Komputer ditingkatkan dari D3 menjadi S1 Sistem Komputer, sedangkan untuk Komputeriasi Akuntansi tidak dilanjutkan, menyesuaikan dengan kebutuhan pasar.  Fakultas Teknik terdiri dari Program Studi Teknik Sipil (S1), Teknik Arsitektur (S1), Perencanaan Wilayah dan Kota (S1), Survei dan Pemetaan (D3).  Fakultas Ekonomi terdiri dari Program Studi Manajemen (S1) dan Akuntansi (S1).  Dengan berjalannya waktu, untuk memenuhi permintaan pasar, secara bertahap dikembangkan beberapa Program Studi yang tergabung dalam 2 Fakultas, yaitu :    Fakultas Ilmu Pemerintahan dan Budaya, terdiri dari Program Studi Ilmu Pemerintahan dan Desain Komunikasi Visual (DKV).  Fakultas Keguruan Ilmu Pendidikan yang terdiri dari Program Studi Bahasa Inggris dan Matematika. Untuk sementara Program studi Matematika belum dijalankan mengingat keterbatasan minat dari masyarakat.  Waktu yang diperlukan selama menempuh Pendidikan di UIGM, yaitu:    Jenjang S2 ditempuh dalam waktu 4-6 semester  Jenjang S1 ditempuh dalam waktu 8-10 semester  Jenjang D3 ditempuh dalam waktu 6-8 semester",14173,7243,109.87,56.15,114230.549,50754.123,777.08,345.27,6,16,SUMATERA SELATAN,112,16.71,KOTA PALEMBANG,110000,Prov. Sumatera Selatan,116000,Kota Palembang
2084,071056,Universitas Hang Tuah,UHT,ID,Universitas,7,7,www.hangtuah.ac.id,Jl Arief Rachman Hakim No 150,"Visi :  Menjadi Pusat Pengembangan Sumber Daya Manusia (SDM) Kemaritiman dan Ilmu Pengetahuan, Teknologi, dan Seni (IPTEKS) Kelautan yang Berkelas Dunia.    MISI :  1. Menyelenggaraakn Pendidikan dan pengajaran yang menghasilkan SDM Kemaritiman yang memenuhi standar mutu nasional dan internasional.  2. Mengembangkan penelitian yang kreatif, inovatif, dan edukatif demi keunggulan kompetitif secara global, khususnya penelitian dan pengembangan IPTEKS Kelautan dan/atau Kemaritiman.  3. Menyelenggarakan pengabdian kepada masyarakat untuk meningkatkan kesejahteraan masyarakat, terutama di wilayah pesisir.  4. Menjalin kerjasama yang berkesinambungan dengan instansi terkait di dalam dan luar negeri.",15708,8634,70.13,38.54,114088.915,53442.796,361.04,169.12,15,35,JAWA TIMUR,264,35.78,KOTA SURABAYA,050000,Prov. Jawa Timur,056008,Kec. Sukolilo
8245139,211023,Universitas Islam Batang Hari,,ID,Universitas,,,,"Jalan Gajah Mada Kelurahan Teratai, Kecamatan Muara Bulian",,,,,,112211.693,2412.479,1700.18,36.55,35,-,Unknown,515,-,Unknown,100000,Prov. Jambi,100100,Kab. Batang Hari
397,051005,Universitas Atma Jaya Yogyakarta,UAJY,ID,Universitas,5,5,www.uajy.ac.id,Jalan Babarsari No 44,,45877,20396,137.36,61.07,112202.48,44480.6,336.94,133.58,14,34,DAERAH ISTIMEWA YOGYAKARTA,226,34.04,KAB. SLEMAN,040000,Prov. D.I. Yogyakarta,040207,Kec. Depok
579,011002,Universitas HKBP Nommensen,UHKBPN,ID,Universitas,1,1,https://uhn.ac.id/,Jalan Dr Sutomo No 4-A,,11122,6206,34.54,19.27,112138.002,69968.263,384.03,239.62,2,12,SUMATERA UTARA,49,12.71,KOTA MEDAN,070000,Prov. Sumatera Utara,076000,Kota Medan
3514,201005,Universitas Islam Negeri Sultan Syarif Kasim Riau,UIN Suska Riau,ID,Universitas,55,,www.uin-suska.ac.id,Jl. H.R Soebrantas No 155 KM.15 Simpang Baru Panam Pekanbaru,,64019,28060,83.58,36.63,111575.4455,46116.886,151.6,62.66,4,14,RIAU,76,14.01,KAB. KAMPAR,090000,Prov. Riau,096000,Kota Pekanbaru
4402,385006,Politeknik Pariwisata NHI Bandung,Poltekpar NHI Bandung,ID,Politeknik,4,,https://poltekpar-nhi.ac.id/,,"Politeknik Pariwisata NHI Bandung dahulu dikenal dengan nama NHI (baca : eNHaii) adalah Perguruan Tinggi yang bernaung dibawah Kementerian Pariwisata. Poltekpar NHI Bandung awalnya bernama Sekolah Kejuruan Perhotelan (SKP) pada 1959 di bawah Departemen Pendidikan dan Kebudayaan. Setelah beberapa kali mengalami perubahan nama, dengan Keputusan Presiden Republik Indonesia No. 101 Tahun 1993 tepatnya 1 November 1993 berubah menjadi Sekolah Tinggi Pariwisata Bandung (STPB). Akhirnya pada 1 Januari 2022, STPB resmi mengalami perubahan statuta serta organisasi tatakerja menjadi Politeknik Pariwisata NHI Bandung.    Sebagai sebuah lembaga tinggi milik Pemerintah, Poltekpar NHI Bandung bertujuan untuk menyiapkan tenaga-tenaga profesional dibidang pariwisata sebagai aset nasional yang berkualitas internasional, kreatif, berjiwa wirausaha berkepribadian Indonesia dan berbudi luhur.  Poltekpar NHI Bandung bekerjasama dengan berbagai perguruan tinggi, baik dalam negeri maupun luar di negeri dalam mengembangkan program-program pendidikannya pada tingkat D-III, D-IV, dan Magister Terapan Pariwisata.",3624,2543.5,,,111070.297,54269.428,828.88,405,12,32,JAWA BARAT,181,32.73,KOTA BANDUNG,020000,Prov. Jawa Barat,026000,Kota Bandung
1881,051019,Universitas Mercu Buana Yogyakarta,UMB Yogyakarta,ID,Universitas,5,5,www.mercubuana-yogya.ac.id,Kampus I : Jalan Wates KM 10 Yogyakarta 55753  Kampus II : Jalan Jembatan Merah 8,,8687,4800,50.51,27.91,110974.4355,59849.431,634.14,342,14,34,DAERAH ISTIMEWA YOGYAKARTA,224,34.02,KAB. BANTUL,040000,Prov. D.I. Yogyakarta,040117,Kec. Sedayu
1063,031017,Universitas 17 Agustus 1945 Jakarta,UTA 45 JAKARTA,ID,Universitas,3,3,http://www.uta45jakarta.ac.id,Jl Sunter Permai Raya Sunter Agung Podomoro,Universitas 17 Agustus 1945 Jakarta adalah Kampus Nasionalis yang berdiri sejak tahun 1952,10987,3855,102.68,36.03,110882.2225,61709.4765,833.7,463.98,11,31,DKI JAKARTA,157,31.72,KOTA ADM. JAKARTA UTARA,010000,Prov. D.K.I. Jakarta,016103,Kec. Tanjung Priok
1990,061037,Universitas Islam Nahdlatul Ulama Jepara,UNISNU Jepara,ID,Universitas,6,6,https://unisnu.ac.id,Jl. Taman siswa Pekeng Tahunan Jepara,,8908,5699,56.74,36.3,110865.4105,51252.079,715.26,330.66,13,33,JAWA TENGAH,207,33.20,KAB. JEPARA,030000,Prov. Jawa Tengah,032007,Kec. Tahunan
587,011009,Universitas Katolik Santo Thomas,UST Medan,ID,Universitas,1,1,www.ust.ac.id,Jalan Setia Budi Nomor 479 F Tanjung Sari,"Universitas Katolik Santo Thomas Sumatera Utara [disingkat UNIKA Santo Thomas SU] didirikan pada tahun 1984 di Jl. S. Parman 107, Medan. Pada dekade pertama, pertumbuhan dan perkembangan UNIKA sangat pesat sehingga dibutuhkan lokasi kampus baru yang lebih luas. Pada tahun 1994, kampus baru di Tanjung Sari Medan diresmikan dan seluruh kegiatan Pengajaran, Penelitian dan Pengabdian Masyarakat dipusatkan dan dirancang di kampus Tanjung Sari. Untuk Fakultas Filsafat dibuka kampus baru di Pematang Siantar, tepatnya di Sinaksak yang sekaligus merupakan tempat untuk pendidikan calon imam Katolik.",9626,5653,68.27,40.09,110267.894,52651.5955,562.59,268.63,2,12,SUMATERA UTARA,49,12.71,KOTA MEDAN,070000,Prov. Sumatera Utara,076010,Kec. Medan Selayang
4427,405016,Poltekkes Kemenkes Surabaya,Poltekkes Kemenkes Surabaya,ID,Politeknik,56,,www.poltekkesdepkes-sby.ac.id,Jln. Pucang Jajar Tengah no 56 Surabaya.,"Politeknik Kesehatan Kementerian Kesehatan Surabaya,  Kantor Direktorat Jalan Pucang Jajar Tengah Nomor 56 Kota Surabaya.  Adalah Perguruan Tinggi di bawah Kementerian Kesehatan yang telah menerapkan Manajemen Badan Layanan Umum.  Pada awal Tahun 2021 peroleh Penghargaan Poltekkes Klaster 1 Nomor Satu di seluruh Indonesia Tahun 2020",23773,15410,106.61,69.1,109878.623,59969.106,506.35,276.36,15,35,JAWA TIMUR,264,35.78,KOTA SURABAYA,050000,Prov. Jawa Timur,056000,Kota Surabaya
609,011045,Universitas Sari Mutiara Indonesia,USM-Indonesia,ID,Universitas,1,1,www.sari-mutiara.ac.id,Jalan Kapten Muslim No. 79 Medan,"Jalan. Kapten Muslim No.79 Kecamatan: Medan Helvetia, Kelurahan: Dwikora, Medan 20123",18544,7590,95.1,38.92,109406.5535,49418.7085,511.25,230.93,2,12,SUMATERA UTARA,49,12.71,KOTA MEDAN,070000,Prov. Sumatera Utara,076012,Kec. Medan Helvetia
2072,071044,Universitas Muhammadiyah Ponorogo,UMPO,ID,Universitas,7,7,www.umpo.ac.id,Jalan Budi Utomo 10 Ponorogo,"Universitas Muhammadiyah Ponorogo adalah Universitas berintegritas yang mempunyai komitmen tinggi untuk menjadi lembaga pendidikan dan pelatihan kejuruan berstandar nasional / internasional, berwawasan unggul, kompetitif dan pofesional dengan berdasarkan IMTAQ.",21234,12298,111.17,64.39,108908.6575,37091.8335,552.84,188.28,15,35,JAWA TIMUR,229,35.02,KAB. PONOROGO,050000,Prov. Jawa Timur,051109,Kec. Siman
1399,041009,Universitas Swadaya Gunung Jati,UGJ,ID,Universitas,4,4,www.ugj.ac.id,Jalan Pemuda No 32 Cirebon,,18103,12127,58.02,38.87,108407.292,36490.124,309.74,104.26,12,32,JAWA BARAT,182,32.74,KOTA CIREBON,020000,Prov. Jawa Barat,026304,Kec. Kesambi
518,001055,Universitas Sembilanbelas November Kolaka,USN Kolaka,ID,Universitas,9,,htpp://www.usn.ac.id,Jalan Pemuda No. 339 Tahoa,,16630,10276,52.46,32.42,107796.9355,67396.423,311.55,194.79,28,74,SULAWESI TENGGARA,423,74.01,KAB. KOLAKA,200000,Prov. Sulawesi Tenggara,200406,Kec. Kolaka
1511,042016,Institut Bisnis Dan Informatika Kesatuan,IBI Kesatuan,ID,Institut,4,4,http://www.ibik.ac.id,"Jl. Rangga Gading No.1, Gudang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat","Institut Bisnis Dan Informatika Kesatuan (IBI Kesatuan) hadir dalam rangka mendukung tujuan pendidikan bangsa Indonesia, yang diamanatkan pada pembukaan Undang-Undang Dasar Negara Republik Indonesia tahun 1945 yaitu mencerdaskan kehidupan bangsa. IBI Kesatuan menempa saya untuk menghargai perbedaan ide-ide yang dimunculkan para civitas akademika nya yg aktif, kritis dan kreatif. IBI Kesatuan juga memberikan pemahaman kepada saya bahwa ilmu pengetahuan dan pendidikan merupakan senjata terbaik untuk memberikan jembatan kepada seseorang menuju ke arah kehidupan yang lebih baik dan bermakna.    Teknologi informasi merupakan tulang punggung masa depan. Bisnis yang telah terdisrupsi dalam kerangka kerja digital menjadi fokus IBI Kesatuan dalam melakukan proses transformasi. Oleh karena itu, IBI Kesatuan menyiapkan para lulusan yang siap bersaing di era revolusi industri 4.0.",8176,5395,79.38,52.38,107653.2745,58268.3845,1076.53,582.68,12,32,JAWA BARAT,179,32.71,KOTA BOGOR,020000,Prov. Jawa Barat,026100,Kota Bogor
561,005026,Politeknik Negeri Samarinda,POLNES,ID,Politeknik,11,,www.polnes.ac.id,Jl Cipto Mangunkusumo  Kampus Gunung Lipan,,12277,7448,47.59,28.87,106884.552,45627.77,415.89,177.54,23,64,KALIMANTAN TIMUR,364,64.72,KOTA SAMARINDA,160000,Prov. Kalimantan Timur,166003,Kec. Samarinda Seberang
405,031009,Universitas Kristen Indonesia,UKI,ID,Universitas,3,3,https://www.uki.ac.id/,"Jalan Mayjen Sutoyo, Cawang","Beberapa tokoh nasional yang juga adalah pemuka-pemuka Kristen Indonesia tergerak dan merasa perlu untuk mendirikan Dewan Gereja di Indonesia (DGI). Harapan tersebut baru terlaksana pada tanggal 25 Mei 1950. Di awal kegiatannya, lembaga ini juga telah memberikan perhatian yang cukup besar pada masalah pendidikan karena saat itu bangsa Indonesia sangat memerlukan sumber daya manusia untuk mengisi lapangan kerja dalam berbagai aspek kehidupan. Kebutuhan ini sudah bersifat mendesak.   Pemikiran akan inginnya masyarakat Kristen Indonesia untuk turut berpartisipasi dalam dunia pendidikan terus berkembang dalam diskusi-diskusi yang terjadi di lembaga ini. Bahkan dipikirkan pula akan perlunya mendirikan sebuah âuniversiteitâ. Atas dasar itulah, DGI membentuk suatu komisi yang dipimpin oleh Prof. Dr. I.P. Simanjuntak, MA. Komisi ini bertugas membuat suatu studi kelayakan untuk mendirikan universitas yang hasilnya dilaporkan kepada DGI. Sebagai tindak lanjutnya, DGI mengeluarkan resolusi mengenai Universiteit Kristen pada tanggal 30 Juni 1953. Resolusi yang ditandatangani oleh Ds. W.J. Rumambi, selaku Sekretaris Umum DGI, dalam Sidang Lengkap DGI dari tanggal 20-30 Juni 1953 mengusulkan kepada semua gereja dan masyarakat Kristen di Indonesia untuk membantu sepenuhnya pendirian Universiteit Kristen, baik secara moril maupun materil.  Beranjak dari resolusi tersebut, maka tokoh-tokoh Kristen Indonesia, yakni Mr. Todung Sutan Gunung Mulia, Mr. Yap Thiam Hien, Benjamin Thomas Philip Sigar, atas nama gereja-gereja yang tergabung dalam DGI (sekarang PGI), mendirikan Yayasan Universitas Kristen Indonesia di hadapan notaris Raden Kadiman, dengan nomor akte 117, tertanggal 18 Juli 1953. Anggota Yayasan kemudian diperbesar dengan kehadiran Elviannus Katoppo, Ong Jan Hong MD, Aminudin Pohan MD, Seri Condar Nainggolan MD, Benjamin Prawirohadmodjo, Pdt. Komarlin Tjakraatmadja, Gerrit Siwabessy MD, Tan Tek Heng, dan J.C.T Simorangkir. Tiga bulan kemudian, yaitu pada tanggal 15 Oktober 1953, diresmikanlah Universitas Kristen Indonesia (UKI).  UKI telah memiliki Program Pascasarjana dan 8 fakultas yang terdiri dari Fakultas Keguruan dan Ilmu Pendidikan (FKIP), Fakultas Sastra dan Bahasa (FSB), Fakultas Ekonomi dan Bisnis (FEB), Fakultas Hukum (FH), Fakultas Kedokteran (FK), Fakultas Teknik (FT), Fakultas Ilmu Sosial dan Ilmu Politik (FISIPOL), dan Fakultas Vokasi yang memiliki 4 program studi terdiri dari Program Sarjana Terapan Fisioterapi, Keperawatan (Diploma 3), Program Sarjana Terapan Analisis Keuangan, dan Manajemen Perpajakan (Diploma 3).",24298,14209,81.26,47.52,106308.8555,44851.0425,378.32,159.61,11,31,DKI JAKARTA,160,31.75,KOTA ADM. JAKARTA TIMUR,010000,Prov. D.K.I. Jakarta,016405,Kec. Kramat Jati
1106,031062,Universitas Pertamina,UPER,ID,Universitas,3,3,https://universitaspertamina.ac.id,"Jalan Teuku Nyak Arief, Simprug, Kecamatan Kebayoran Lama",,68606,15815,445.49,102.69,106064.2435,40442.2515,662.9,252.76,11,31,DKI JAKARTA,159,31.74,KOTA ADM. JAKARTA SELATAN,010000,Prov. D.K.I. Jakarta,016300,Kota Jakarta Selatan
3515,201006,Universitas Islam Negeri Alauddin Makassar,UINAM,ID,Universitas,55,,www.uin-alauddin.ac.id,Kampus II UIN alauddin Makassar Jl. H. M. Yasin Limpo No. 36 Kel. Romang Polong Kec. Somba Opu Kab. Gowa,"Universitas Islam Negeri Alauddin Makassar merupakan salah satu perguruan tinggi di bawah naungan Kementerian Agama Republik Indonesia.  Pada mulanya IAIN Alauddin Makassar yang kini menjadin UIN Alauddin Makassar berstatus Fakultas Cabang dari IAIN Sunan Kalijaga Yogyakarta, atas desakan Rakyat dan Pemerintah Daerah Sulawesi Selatan serta atas persetujuan Rektor IAIN Sunan Kalijaga Yogyakarta, Menteri Agama Republik Indonesia mengeluarkan Keputusan Nomor 75 tanggal 17 Oktober 1962 tentang penegerian Fakultas Syari'ah UMI menjadi Fakultas Syari'ah IAIN Sunan Kalijaga Yogyakarta Cabang Makassar pada tanggal 10 Nopember 1962. Kemudian menyusul penegerian Fakultas Tarbiyah UMI menjadi Fakultas Tarbiyah IAIN Sunan Kalijaga Yogyakarta Cabang Makassar pada tanggal 11 Nopember 1964 dengan Keputusan Menteri Agama Nomor 91 tanggal 7 Nopember 1964. Kemudian Menyusul pendirian Fakultas Ushuluddin IAIN Sunan Kalijaga Yogyakarta cabang Makassar tanggal 28 Oktober 1965 dengan Keputusan Menteri Agama Nomor 77  tanggal 28 Oktober 1965.    Penamaan IAIN di Makassar dengan âAlauddinâ diambil dari nama raja Kerajaan Gowa yang  pertama memuluk Islam dan memiliki latar belakang sejarah pengembangan Islam di masa silam, di samping mengandung harapan peningkatan kejayaan Islam di masa mendatang di Sulawesi Selatan pada khususnya dan Indonesia bahagian Timur pada umumnya. Sultan Alauddin adalah raja Gowa XIV tahun 1593-1639, (kakek/datok) dari Sultan Hasanuddin Raja Gowa XVI, dengan nama lengkap I Mangnga'rangi Daeng Manrabbia Sultan Alauddin, yang setelah wafatnya digelari juga dengan Tumenanga ri Gaukanna (yang mangkat dalam kebesaran kekuasaannya), demikian menurut satu versi, dan menurut versi lainnya gelar setelah wafatnya itu adalah Tumenanga ri Agamana (yang wafat dalam agamanya). Gelar Sultan Alauddin diberikan kepada Raja Gowa XIV ini, karena dialah Raja Gowa yang pertama kali menerima agama Islam sebagai agama kerajaan. Ide pemberian nama â Alauddin â kepada IAIN yang berpusat di Makassar tersebut, mula pertama dicetuskan oleh para pendiri IAIN â Alauddinâ , di antaranya adalah Andi Pangeran Daeng Rani, (cucu/turunan) Sultan Alauddin, yang juga mantan Gubernur Sulawesi Selatan, dan Ahmad Makkarausu Amansyah Daeng Ilau, ahli sejarah Makassar.    Untuk merespon tuntutan perkembangan ilmu pengetahuan dan perubahan mendasar atas lahirnya  Undang-Undang Sistem Pendidikan Nasional No.2 tahun 1989 di mana jenjang pendidikan pada Departemen Pendidikan Nasional R.I dan Departemen Agama R.I, telah disamakan kedudukannya khususnya jenjang pendidikan menegah, serta untuk menampung lulusan jenjang pendidikan menengah di bawah naungan Departemen Pendidikan Nasional R.I dan Departemen Agama R.I, diperlukan perubahan status Kelembagaan dari Institut menjadi Universitas, maka atas prakarsa pimpinan IAIN Alauddin periode 2002-2006 dan atas dukungan civitas Akademika dan  Senat IAIN Alauddin serta Gubernur  Sulawesi Selatan, maka diusulkanlah konversi IAIN Alauddin Makassar menjadi UIN Alauddin Makassar kepada Presiden R.I melalui Menteri Agama R.I dan Menteri Pnedidikan Nasional R.I. Mulai 10 Oktober 2005 Status Kelembagaan Institut Agama Islam Negeri (IAIN) Alauddin Makassar berubah menjadi (UIN) Universitas Islam Negeri Alauddinn  Alauddin Makassar berdasarkan Peraturan Presiden (Perpres) Republik Indonesia No 57 tahun 2005 tanggal 10 Oktober 2005 yang ditandai dengan peresmian penandatanganan prasasti oleh Presiden RI Bapak DR H Susilo Bambang Yudhoyono pada tanggal 4 Desember 2005 di Makassar.    Dalam perubahan status kelembagaan dari Institut ke Universitas , UIN Alauddin Makasar mengalami perkembangan dari lima (5) buah Fakutas menjadi 7 (tujuh) buah Fakultas dan 1 (satu) buah Program Pascasarjana (PPs) berdasarkan Peraturan Menteri Agama RI Nomor 5 tahun 2006 tanggal 16 Maret 2006, yaitu:    Fakuktas Syariah dan Hukum (FSH)  Fakuktas Tarbiyah dan Keguruan (FTK)  Fakultas Ushuluddin dan Filsafat (FUF)  Fakultas Adab dan Humaniora (FAH)  Fakultas Dakwah dan Komunikasi (FDK)  Fakultas Sains dan Teknologi (FST)  Fakultas Kedokteran dan Ilmu Kesehatan (FIK)  Prgoram Pascasarjana(PPs)",45979,27430,53.84,32.12,105844.032,46579.33,132.14,58.15,27,73,SULAWESI SELATAN,404,73.06,KAB. GOWA,190000,Prov. Sulawesi Selatan,190304,Kec. Somba Opu
2397,081045,Universitas Pendidikan Mandalika,UNDIKMA,ID,Universitas,8,8,https://undikma.ac.id,"Jl. Pemuda No.59A, Dasan Agung Baru",,53781,31379,191.39,111.67,105386.4545,35527.6165,320.32,107.99,18,52,NUSA TENGGARA BARAT,291,52.71,KOTA MATARAM,230000,Prov. Nusa Tenggara Barat,236002,Kec. Mataram
835,021004,Universitas Muhammadiyah Metro,UM METRO,ID,Universitas,2,2,www.ummetro.ac.id,Jl Ki Hajar Dewantara No 116 Iringmulyo Kec Metro Timur,"Muhammadiyah Metro University (UM Metro) is one of the private universities under the auspices of Muhammadiyah's charitable efforts. It was originally an integration of the Teacher Training and Education School (STKIP) Muhammadiyah Metro, Muhammadiyah Metro High School of Economics (STIE) Muhammadiyah Metro, Muhammadiyah Metro High School and Muhammadiyah Metro Ushuludin High School.    One of the universities in Kopertis 2 that needs to be considered as a partner in printing qualified graduates. UM Metro is ready to compete in university event in Indonesia.    UM Metro Success Solutions for the Future",15646,8681,95.4,52.93,104462.7245,41231.704,507.1,200.15,8,18,LAMPUNG,140,18.72,KOTA METRO,120000,Prov. Lampung,126100,Kota Metro
1411,041023,Universitas Galuh,Unigal,ID,Universitas,4,4,https://unigal.ac.id/,Jalan R.E. Martadinata No. 150,,18801,12009,72.31,46.19,103926.9275,51731.6145,384.91,191.6,12,32,JAWA BARAT,167,32.07,KAB. CIAMIS,020000,Prov. Jawa Barat,021400,Kab. Ciamis
536,002013,Institut Teknologi Kalimantan,ITK,ID,Institut,11,,www.itk.ac.id,,,17885,9645,78.44,42.3,103512.9045,61449.03,440.48,261.49,23,64,KALIMANTAN TIMUR,363,64.71,KOTA BALIKPAPAN,160000,Prov. Kalimantan Timur,166100,Kota Balikpapan
841,021009,Universitas Malahayati,,ID,Universitas,2,2,http://malahayati.ac.id/,"Jalan Pramuka No 27, Kemiling",,77206,19032,303.96,74.93,102706.0175,36740.4815,404.35,144.65,8,18,LAMPUNG,139,18.71,KOTA BANDAR LAMPUNG,120000,Prov. Lampung,126010,Kec. Kemiling
1487,042020,Institut Teknologi Garut,ITG,ID,Institut,4,4,www.itg.ac.id,,,9217,6145.5,164.59,109.74,102229.8215,74786.5305,1732.71,1267.57,12,32,JAWA BARAT,165,32.05,KAB. GARUT,020000,Prov. Jawa Barat,021100,Kab. Garut
626,041072,Universitas Pelita Bangsa,UPB,ID,Universitas,4,4,www.pelitabangsa.ac.id,,"Universitas Pelita Bangsa (UPB) merupakan perguruan tinggi baru hasil perubahan bentuk dari penggabungan antara Sekolah Tinggi Ilmu Ekonomi (STIE) dan Sekolah Tinggi Teknik (STT) sesuai dengan Surat Keputusan Menteri Pendidikan Nasional Republik  Indonesia Nomor : 664/KPTI/I/2019 tanggal 2 Agustus 2019.     Universitas Pelita Bangsa membuka 4 Fakultas (Fakultas Ekonomi dan Bisnis, Fakultas Teknik, Fakultas Hukum dan Fakultas Ilmu Keguruan dan Tarbiyah dan 16 Program Studi Strata Satu yaitu Program Studi Manajemen, Program Studi Akuntansi (Diploma Tiga), Program Studi Bisnis Digital, Program Studi Kewirausahaan, Program Studi PGSD, Program Studi PGPAUD, Program Studi Hukum, Program Studi Teknik Informatika, Program Studi Teknik Lingkungan, Program Studi Arsitektur, Program Studi Teknik Industri, Program Studi Teknik Sipil, Program Studi Teknologi Hasil Pertanian.    terdapat satu Program Pasca Sarjana di UPB yaitu Program Studi Magister Manajemen.",6379,4411,18.82,13.01,102206.7045,84516.161,325.5,269.16,12,32,JAWA BARAT,176,32.16,KAB. BEKASI,020000,Prov. Jawa Barat,022200,Kab. Bekasi
1090,031045,Universitas Budi Luhur,UBL,ID,Universitas,3,3,www.budiluhur.ac.id,Jalan Ciledug Raya Petukangan Utara,,31924,12662,74.94,29.72,102050.0095,45395.276,289.09,128.6,11,31,DKI JAKARTA,159,31.74,KOTA ADM. JAKARTA SELATAN,010000,Prov. D.K.I. Jakarta,016304,Kec. Pesanggrahan
1878,051015,Universitas PGRI Yogyakarta,UPY,ID,Universitas,5,5,www.upy.ac.id,Jalan PGRI Sonosewu No 117,Gerbang Sukses Masa Depan,16113,11279,77.84,54.49,99721.7195,51235.9785,417.25,214.38,14,34,DAERAH ISTIMEWA YOGYAKARTA,224,34.02,KAB. BANTUL,040000,Prov. D.I. Yogyakarta,040115,Kec. Kasihan
2115,071086,Universitas Maarif Hasyim Latif,UMAHA,ID,Universitas,7,7,https://www.umaha.ac.id,"Jl. Ngelom Megare No.30, Ngelom, Taman","Jl. Raya Ngelom No.30, Taman, Ngelom, Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61257",5250,4099,61.05,47.66,99457.269,71954.0825,1025.33,741.79,15,35,JAWA TIMUR,242,35.15,KAB. SIDOARJO,050000,Prov. Jawa Timur,050200,Kab. Sidoarjo
